id,compartment,metabolite_dcid,metabolic_compartment_dcid
m00139r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM6531,bio/m00139r
m00140g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM6013,bio/m00140g
m00140r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM6013,bio/m00140r
m00141l,dcs:CellularCompartmentLysosome,bio/HMDB0006537,bio/m00141l
m00142g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM6534,bio/m00142g
m00143g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM6536,bio/m00143g
m00144g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9447,bio/m00144g
m00145g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM7932,bio/m00145g
m00146g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9451,bio/m00146g
m00147g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9450,bio/m00147g
m00148g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM6538,bio/m00148g
m00149g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM6537,bio/m00149g
m00150g,dcs:CellularCompartmentGolgiApparatus,bio/HMDB0062251,bio/m00150g
m00151g,dcs:CellularCompartmentGolgiApparatus,bio/HMDB0062252,bio/m00151g
m00151r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0062252,bio/m00151r
m00152g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9454,bio/m00152g
m00153g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM6015,bio/m00153g
m00153r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM6015,bio/m00153r
m00154r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM147644,bio/m00154r
m00155c,dcs:CellularCompartmentCytosol,bio/HMDB0029739,bio/m00155c
m00156c,dcs:CellularCompartmentCytosol,bio/HMDB0012484,bio/m00156c
m00157c,dcs:CellularCompartmentCytosol,bio/CHEMBL1162484,bio/m00157c
m00157m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1162484,bio/m00157m
m00157s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1162484,bio/m00157s
m00158c,dcs:CellularCompartmentCytosol,bio/MNXM91793,bio/m00158c
m00159m,dcs:CellularCompartmentMitochondria,bio/HMDB0001166,bio/m00159m
m00160c,dcs:CellularCompartmentCytosol,bio/MNXM7127,bio/m00160c
m00161c,dcs:CellularCompartmentCytosol,bio/MNXM10019,bio/m00161c
m00162c,dcs:CellularCompartmentCytosol,bio/MNXM2576,bio/m00162c
m00163c,dcs:CellularCompartmentCytosol,bio/HMDB0001117,bio/m00163c
m00163m,dcs:CellularCompartmentMitochondria,bio/HMDB0001117,bio/m00163m
m00164c,dcs:CellularCompartmentCytosol,bio/CHEMBL235881,bio/m00164c
m00165c,dcs:CellularCompartmentCytosol,bio/HMDB0001343,bio/m00165c
m00166m,dcs:CellularCompartmentMitochondria,bio/HMDB0002255,bio/m00166m
m00167c,dcs:CellularCompartmentCytosol,bio/CHEMBL1794734,bio/m00167c
m00167p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL1794734,bio/m00167p
m00168c,dcs:CellularCompartmentCytosol,bio/HMDB0001066,bio/m00168c
m00168m,dcs:CellularCompartmentMitochondria,bio/HMDB0001066,bio/m00168m
m00169c,dcs:CellularCompartmentCytosol,bio/CHEMBL1230782,bio/m00169c
m00170m,dcs:CellularCompartmentMitochondria,bio/HMDB0062258,bio/m00170m
m00170p,dcs:CellularCompartmentPeroxisome,bio/HMDB0062258,bio/m00170p
m00171m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1359,bio/m00171m
m00172m,dcs:CellularCompartmentMitochondria,bio/(S)-3-hydroxy-7-hexadecenoyl-CoA,bio/m00172m
m00172p,dcs:CellularCompartmentPeroxisome,bio/(S)-3-hydroxy-7-hexadecenoyl-CoA,bio/m00172p
m00173m,dcs:CellularCompartmentMitochondria,bio/HMDB0062259,bio/m00173m
m00173p,dcs:CellularCompartmentPeroxisome,bio/HMDB0062259,bio/m00173p
m00174m,dcs:CellularCompartmentMitochondria,bio/HMDB0003936,bio/m00174m
m00174p,dcs:CellularCompartmentPeroxisome,bio/HMDB0003936,bio/m00174p
m00175m,dcs:CellularCompartmentMitochondria,bio/HMDB0003932,bio/m00175m
m00175p,dcs:CellularCompartmentPeroxisome,bio/HMDB0003932,bio/m00175p
m00176m,dcs:CellularCompartmentMitochondria,bio/(S)-3-hydroxyoleyleoyl-CoA,bio/m00176m
m00176p,dcs:CellularCompartmentPeroxisome,bio/(S)-3-hydroxyoleyleoyl-CoA,bio/m00176p
m00177m,dcs:CellularCompartmentMitochondria,bio/HMDB0012487,bio/m00177m
m00177p,dcs:CellularCompartmentPeroxisome,bio/HMDB0012487,bio/m00177p
m00178m,dcs:CellularCompartmentMitochondria,bio/HMDB0003934,bio/m00178m
m00178p,dcs:CellularCompartmentPeroxisome,bio/HMDB0003934,bio/m00178p
m00179c,dcs:CellularCompartmentCytosol,bio/HMDB0060176,bio/m00179c
m00179m,dcs:CellularCompartmentMitochondria,bio/HMDB0060176,bio/m00179m
m00179s,dcs:CellularCompartmentExtracellular,bio/HMDB0060176,bio/m00179s
m00180c,dcs:CellularCompartmentCytosol,bio/HMDB0003349,bio/m00180c
m00181m,dcs:CellularCompartmentMitochondria,bio/HMDB0003938,bio/m00181m
m00181p,dcs:CellularCompartmentPeroxisome,bio/HMDB0003938,bio/m00181p
m00182m,dcs:CellularCompartmentMitochondria,bio/HMDB0003942,bio/m00182m
m00182p,dcs:CellularCompartmentPeroxisome,bio/HMDB0003942,bio/m00182p
m00183m,dcs:CellularCompartmentMitochondria,bio/HMDB0003940,bio/m00183m
m00183p,dcs:CellularCompartmentPeroxisome,bio/HMDB0003940,bio/m00183p
m00184c,dcs:CellularCompartmentCytosol,bio/MNXM925,bio/m00184c
m00185c,dcs:CellularCompartmentCytosol,bio/MNXM7077,bio/m00185c
m00186c,dcs:CellularCompartmentCytosol,bio/MNXM8317,bio/m00186c
m00186l,dcs:CellularCompartmentLysosome,bio/MNXM8317,bio/m00186l
m00186s,dcs:CellularCompartmentExtracellular,bio/MNXM8317,bio/m00186s
m00187c,dcs:CellularCompartmentCytosol,bio/MNXM16265,bio/m00187c
m00188c,dcs:CellularCompartmentCytosol,bio/MNXM19304,bio/m00188c
m00189c,dcs:CellularCompartmentCytosol,bio/MNXM92066,bio/m00189c
m00190c,dcs:CellularCompartmentCytosol,bio/MNXM96087,bio/m00190c
m00191c,dcs:CellularCompartmentCytosol,bio/MNXM92465,bio/m00191c
m00192c,dcs:CellularCompartmentCytosol,bio/MNXM5276,bio/m00192c
m00193c,dcs:CellularCompartmentCytosol,bio/MNXM4083,bio/m00193c
m00194c,dcs:CellularCompartmentCytosol,bio/MNXM5285,bio/m00194c
m00195c,dcs:CellularCompartmentCytosol,bio/MNXM6400,bio/m00195c
m00196c,dcs:CellularCompartmentCytosol,bio/MNXM78340,bio/m00196c
m00197c,dcs:CellularCompartmentCytosol,bio/MNXM146517,bio/m00197c
m00198c,dcs:CellularCompartmentCytosol,bio/MNXM145923,bio/m00198c
m00198l,dcs:CellularCompartmentLysosome,bio/MNXM145923,bio/m00198l
m00198r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM145923,bio/m00198r
m00199c,dcs:CellularCompartmentCytosol,bio/MNXM4791,bio/m00199c
m00200c,dcs:CellularCompartmentCytosol,bio/MNXM73306,bio/m00200c
m00201c,dcs:CellularCompartmentCytosol,bio/MNXM6401,bio/m00201c
m00202c,dcs:CellularCompartmentCytosol,bio/MNXM93864,bio/m00202c
m00203c,dcs:CellularCompartmentCytosol,bio/MNXM12776,bio/m00203c
m00204c,dcs:CellularCompartmentCytosol,bio/MNXM149166,bio/m00204c
m00204n,dcs:CellularCompartmentNucleus,bio/MNXM149166,bio/m00204n
m00204s,dcs:CellularCompartmentExtracellular,bio/MNXM149166,bio/m00204s
m00205c,dcs:CellularCompartmentCytosol,bio/MNXM146222,bio/m00205c
m00205g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM146222,bio/m00205g
m00205l,dcs:CellularCompartmentLysosome,bio/MNXM146222,bio/m00205l
m00205r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM146222,bio/m00205r
m00206c,dcs:CellularCompartmentCytosol,bio/MNXM7713,bio/m00206c
m00207c,dcs:CellularCompartmentCytosol,bio/MNXM21326,bio/m00207c
m00208c,dcs:CellularCompartmentCytosol,bio/MNXM21289,bio/m00208c
m00209c,dcs:CellularCompartmentCytosol,bio/MNXM96070,bio/m00209c
m00210c,dcs:CellularCompartmentCytosol,bio/MNXM4090,bio/m00210c
m00211c,dcs:CellularCompartmentCytosol,bio/MNXM4790,bio/m00211c
m00211n,dcs:CellularCompartmentNucleus,bio/MNXM4790,bio/m00211n
m00211r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM4790,bio/m00211r
m00212c,dcs:CellularCompartmentCytosol,bio/HMDB0013287,bio/m00212c
m00212n,dcs:CellularCompartmentNucleus,bio/HMDB0013287,bio/m00212n
m00213c,dcs:CellularCompartmentCytosol,bio/MNXM97151,bio/m00213c
m00214c,dcs:CellularCompartmentCytosol,bio/MNXM6407,bio/m00214c
m00215c,dcs:CellularCompartmentCytosol,bio/MNXM11183,bio/m00215c
m00216c,dcs:CellularCompartmentCytosol,bio/MNXM5911,bio/m00216c
m00217c,dcs:CellularCompartmentCytosol,bio/MNXM93873,bio/m00217c
m00218c,dcs:CellularCompartmentCytosol,bio/MNXM92621,bio/m00218c
m00219c,dcs:CellularCompartmentCytosol,bio/MNXM96103,bio/m00219c
m00220c,dcs:CellularCompartmentCytosol,bio/HMDB0000973,bio/m00220c
m00221c,dcs:CellularCompartmentCytosol,bio/HMDB0012492,bio/m00221c
m00222c,dcs:CellularCompartmentCytosol,bio/HMDB0011154,bio/m00222c
m00223c,dcs:CellularCompartmentCytosol,bio/MNXM162356,bio/m00223c
m00224c,dcs:CellularCompartmentCytosol,bio/MNXM164025,bio/m00224c
m00225c,dcs:CellularCompartmentCytosol,bio/HMDB0062266,bio/m00225c
m00226c,dcs:CellularCompartmentCytosol,bio/MNXM9556,bio/m00226c
m00227c,dcs:CellularCompartmentCytosol,bio/HMDB0060333,bio/m00227c
m00228c,dcs:CellularCompartmentCytosol,bio/CHEMBL156455,bio/m00228c
m00228s,dcs:CellularCompartmentExtracellular,bio/CHEMBL156455,bio/m00228s
m00229c,dcs:CellularCompartmentCytosol,bio/MNXM9522,bio/m00229c
m00230c,dcs:CellularCompartmentCytosol,bio/HMDB0012488,bio/m00230c
m00231c,dcs:CellularCompartmentCytosol,bio/HMDB0012490,bio/m00231c
m00232c,dcs:CellularCompartmentCytosol,bio/MNXM91041,bio/m00232c
m00233c,dcs:CellularCompartmentCytosol,bio/HMDB0062267,bio/m00233c
m00234s,dcs:CellularCompartmentExtracellular,bio/MNXM59,bio/m00234s
m00235c,dcs:CellularCompartmentCytosol,bio/HMDB0062268,bio/m00235c
m00236c,dcs:CellularCompartmentCytosol,bio/HMDB0062269,bio/m00236c
m00236r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0062269,bio/m00236r
m00237c,dcs:CellularCompartmentCytosol,bio/HMDB0062270,bio/m00237c
m00238c,dcs:CellularCompartmentCytosol,bio/HMDB0062271,bio/m00238c
m00239c,dcs:CellularCompartmentCytosol,bio/HMDB0062272,bio/m00239c
m00240c,dcs:CellularCompartmentCytosol,bio/MNXM59,bio/m00240c
m00240g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM59,bio/m00240g
m00240n,dcs:CellularCompartmentNucleus,bio/MNXM59,bio/m00240n
m00241s,dcs:CellularCompartmentExtracellular,bio/MNXM59,bio/m00241s
m00242c,dcs:CellularCompartmentCytosol,bio/CHEMBL452370,bio/m00242c
m00242s,dcs:CellularCompartmentExtracellular,bio/CHEMBL452370,bio/m00242s
m00243c,dcs:CellularCompartmentCytosol,bio/HMDB0060335,bio/m00243c
m00244c,dcs:CellularCompartmentCytosol,bio/HMDB0062273,bio/m00244c
m00245c,dcs:CellularCompartmentCytosol,bio/HMDB0012134,bio/m00245c
m00246c,dcs:CellularCompartmentCytosol,bio/CHEMBL52347,bio/m00246c
m00247c,dcs:CellularCompartmentCytosol,bio/HMDB0001270,bio/m00247c
m00248c,dcs:CellularCompartmentCytosol,bio/CHEMBL174324,bio/m00248c
m00249c,dcs:CellularCompartmentCytosol,bio/HMDB0012491,bio/m00249c
m00250c,dcs:CellularCompartmentCytosol,bio/CHEMBL206816,bio/m00250c
m00251c,dcs:CellularCompartmentCytosol,bio/CHEMBL55934,bio/m00251c
m00252c,dcs:CellularCompartmentCytosol,bio/MNXM162617,bio/m00252c
m00252m,dcs:CellularCompartmentMitochondria,bio/MNXM162617,bio/m00252m
m00252p,dcs:CellularCompartmentPeroxisome,bio/MNXM162617,bio/m00252p
m00253c,dcs:CellularCompartmentCytosol,bio/HMDB0012498,bio/m00253c
m00253m,dcs:CellularCompartmentMitochondria,bio/HMDB0012498,bio/m00253m
m00253p,dcs:CellularCompartmentPeroxisome,bio/HMDB0012498,bio/m00253p
m00254c,dcs:CellularCompartmentCytosol,bio/MNXM150154,bio/m00254c
m00254m,dcs:CellularCompartmentMitochondria,bio/MNXM150154,bio/m00254m
m00254p,dcs:CellularCompartmentPeroxisome,bio/MNXM150154,bio/m00254p
m00255c,dcs:CellularCompartmentCytosol,bio/HMDB0012502,bio/m00255c
m00255r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0012502,bio/m00255r
m00256c,dcs:CellularCompartmentCytosol,bio/HMDB0012503,bio/m00256c
m00256r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0012503,bio/m00256r
m00257c,dcs:CellularCompartmentCytosol,bio/HMDB0012504,bio/m00257c
m00257m,dcs:CellularCompartmentMitochondria,bio/HMDB0012504,bio/m00257m
m00257p,dcs:CellularCompartmentPeroxisome,bio/HMDB0012504,bio/m00257p
m00257r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0012504,bio/m00257r
m00258c,dcs:CellularCompartmentCytosol,bio/MNXM162793,bio/m00258c
m00258m,dcs:CellularCompartmentMitochondria,bio/MNXM162793,bio/m00258m
m00258p,dcs:CellularCompartmentPeroxisome,bio/MNXM162793,bio/m00258p
m00258r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM162793,bio/m00258r
m00259c,dcs:CellularCompartmentCytosol,bio/10_11-epoxy-(4Z_7Z)-hexadecadienoic acid,bio/m00259c
m00260c,dcs:CellularCompartmentCytosol,bio/10_13_16_19-docosatetraenoic acid,bio/m00260c
m00260l,dcs:CellularCompartmentLysosome,bio/10_13_16_19-docosatetraenoic acid,bio/m00260l
m00260r,dcs:CellularCompartmentEndoplasmicReticulum,bio/10_13_16_19-docosatetraenoic acid,bio/m00260r
m00260s,dcs:CellularCompartmentExtracellular,bio/10_13_16_19-docosatetraenoic acid,bio/m00260s
m00261c,dcs:CellularCompartmentCytosol,bio/10_13_16_19-docosatetraenoylcarnitine,bio/m00261c
m00261m,dcs:CellularCompartmentMitochondria,bio/10_13_16_19-docosatetraenoylcarnitine,bio/m00261m
m00261r,dcs:CellularCompartmentEndoplasmicReticulum,bio/10_13_16_19-docosatetraenoylcarnitine,bio/m00261r
m00262c,dcs:CellularCompartmentCytosol,bio/MNXM146656,bio/m00262c
m00262m,dcs:CellularCompartmentMitochondria,bio/MNXM146656,bio/m00262m
m00262r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM146656,bio/m00262r
m00263c,dcs:CellularCompartmentCytosol,bio/10_13_16-docosatrienoylcarnitine,bio/m00263c
m00263m,dcs:CellularCompartmentMitochondria,bio/10_13_16-docosatrienoylcarnitine,bio/m00263m
m00263r,dcs:CellularCompartmentEndoplasmicReticulum,bio/10_13_16-docosatrienoylcarnitine,bio/m00263r
m00264c,dcs:CellularCompartmentCytosol,bio/MNXM149266,bio/m00264c
m00264m,dcs:CellularCompartmentMitochondria,bio/MNXM149266,bio/m00264m
m00264r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM149266,bio/m00264r
m00265c,dcs:CellularCompartmentCytosol,bio/MNXM23176,bio/m00265c
m00265l,dcs:CellularCompartmentLysosome,bio/MNXM23176,bio/m00265l
m00265r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM23176,bio/m00265r
m00265s,dcs:CellularCompartmentExtracellular,bio/MNXM23176,bio/m00265s
m00266c,dcs:CellularCompartmentCytosol,bio/HMDB0000972,bio/m00266c
m00266l,dcs:CellularCompartmentLysosome,bio/HMDB0000972,bio/m00266l
m00266m,dcs:CellularCompartmentMitochondria,bio/HMDB0000972,bio/m00266m
m00266s,dcs:CellularCompartmentExtracellular,bio/HMDB0000972,bio/m00266s
m00267c,dcs:CellularCompartmentCytosol,bio/MNXM3428,bio/m00267c
m00267l,dcs:CellularCompartmentLysosome,bio/MNXM3428,bio/m00267l
m00267m,dcs:CellularCompartmentMitochondria,bio/MNXM3428,bio/m00267m
m00267s,dcs:CellularCompartmentExtracellular,bio/MNXM3428,bio/m00267s
m00268c,dcs:CellularCompartmentCytosol,bio/MNXM3429,bio/m00268c
m00268l,dcs:CellularCompartmentLysosome,bio/MNXM3429,bio/m00268l
m00268m,dcs:CellularCompartmentMitochondria,bio/MNXM3429,bio/m00268m
m00268s,dcs:CellularCompartmentExtracellular,bio/MNXM3429,bio/m00268s
m00269c,dcs:CellularCompartmentCytosol,bio/MNXM5422,bio/m00269c
m00269l,dcs:CellularCompartmentLysosome,bio/MNXM5422,bio/m00269l
m00269m,dcs:CellularCompartmentMitochondria,bio/MNXM5422,bio/m00269m
m00269s,dcs:CellularCompartmentExtracellular,bio/MNXM5422,bio/m00269s
m00270c,dcs:CellularCompartmentCytosol,bio/CHEMBL4085458,bio/m00270c
m00270r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL4085458,bio/m00270r
m00271c,dcs:CellularCompartmentCytosol,bio/HMDB0062274,bio/m00271c
m00272c,dcs:CellularCompartmentCytosol,bio/HMDB0062275,bio/m00272c
m00273c,dcs:CellularCompartmentCytosol,bio/HMDB0062276,bio/m00273c
m00274c,dcs:CellularCompartmentCytosol,bio/HMDB0060120,bio/m00274c
m00274r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0060120,bio/m00274r
m00275c,dcs:CellularCompartmentCytosol,bio/MNXM164048,bio/m00275c
m00276c,dcs:CellularCompartmentCytosol,bio/HMDB0004684,bio/m00276c
m00277c,dcs:CellularCompartmentCytosol,bio/MNXM8007,bio/m00277c
m00278c,dcs:CellularCompartmentCytosol,bio/11_12-dihydroxy-(5E_7E_9E_14Z)-eicosatetraenoate,bio/m00278c
m00279c,dcs:CellularCompartmentCytosol,bio/CHEMBL128339,bio/m00279c
m00280c,dcs:CellularCompartmentCytosol,bio/HMDB0004694,bio/m00280c
m00281c,dcs:CellularCompartmentCytosol,bio/MNXM162897,bio/m00281c
m00282c,dcs:CellularCompartmentCytosol,bio/11_15-cyclo-8_12_14-trihydroxy-(5Z_9E)-eicosadienoic acid,bio/m00282c
m00283c,dcs:CellularCompartmentCytosol,bio/HMDB0006760,bio/m00283c
m00284c,dcs:CellularCompartmentCytosol,bio/CHEMBL2311170,bio/m00284c
m00284m,dcs:CellularCompartmentMitochondria,bio/CHEMBL2311170,bio/m00284m
m00284r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL2311170,bio/m00284r
m00285c,dcs:CellularCompartmentCytosol,bio/CHEMBL2440888,bio/m00285c
m00286m,dcs:CellularCompartmentMitochondria,bio/HMDB0012515,bio/m00286m
m00287m,dcs:CellularCompartmentMitochondria,bio/HMDB0012516,bio/m00287m
m00288m,dcs:CellularCompartmentMitochondria,bio/HMDB0012517,bio/m00288m
m00289m,dcs:CellularCompartmentMitochondria,bio/HMDB0012518,bio/m00289m
m00290c,dcs:CellularCompartmentCytosol,bio/CHEMBL1255087,bio/m00290c
m00291c,dcs:CellularCompartmentCytosol,bio/HMDB0006216,bio/m00291c
m00292c,dcs:CellularCompartmentCytosol,bio/HMDB0060338,bio/m00292c
m00293c,dcs:CellularCompartmentCytosol,bio/HMDB0004242,bio/m00293c
m00294c,dcs:CellularCompartmentCytosol,bio/CHEMBL1498,bio/m00294c
m00294m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1498,bio/m00294m
m00294r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1498,bio/m00294r
m00295c,dcs:CellularCompartmentCytosol,bio/CHEMBL253144,bio/m00295c
m00295m,dcs:CellularCompartmentMitochondria,bio/CHEMBL253144,bio/m00295m
m00295r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL253144,bio/m00295r
m00296c,dcs:CellularCompartmentCytosol,bio/HMDB0004693,bio/m00296c
m00297c,dcs:CellularCompartmentCytosol,bio/MNXM24659,bio/m00297c
m00298c,dcs:CellularCompartmentCytosol,bio/HMDB0062281,bio/m00298c
m00299c,dcs:CellularCompartmentCytosol,bio/HMDB0062282,bio/m00299c
m00300c,dcs:CellularCompartmentCytosol,bio/HMDB0062283,bio/m00300c
m00301c,dcs:CellularCompartmentCytosol,bio/HMDB0062284,bio/m00301c
m00302c,dcs:CellularCompartmentCytosol,bio/HMDB0060099,bio/m00302c
m00303c,dcs:CellularCompartmentCytosol,bio/MNXM163639,bio/m00303c
m00304c,dcs:CellularCompartmentCytosol,bio/HMDB0062286,bio/m00304c
m00305c,dcs:CellularCompartmentCytosol,bio/CHEMBL2447889,bio/m00305c
m00305r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL2447889,bio/m00305r
m00306c,dcs:CellularCompartmentCytosol,bio/HMDB0004692,bio/m00306c
m00307c,dcs:CellularCompartmentCytosol,bio/MNXM13980,bio/m00307c
m00307r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM13980,bio/m00307r
m00308c,dcs:CellularCompartmentCytosol,bio/HMDB0012535,bio/m00308c
m00309c,dcs:CellularCompartmentCytosol,bio/CHEMBL1447811,bio/m00309c
m00309p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL1447811,bio/m00309p
m00309r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1447811,bio/m00309r
m00309s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1447811,bio/m00309s
m00310c,dcs:CellularCompartmentCytosol,bio/HMDB0062288,bio/m00310c
m00311c,dcs:CellularCompartmentCytosol,bio/HMDB0062289,bio/m00311c
m00312c,dcs:CellularCompartmentCytosol,bio/12_13-epoxy-9-hydroperoxy-(10E)-octadecenoate,bio/m00312c
m00313c,dcs:CellularCompartmentCytosol,bio/12_13-epoxylinoleic acid-radical,bio/m00313c
m00314c,dcs:CellularCompartmentCytosol,bio/HMDB0004705,bio/m00314c
m00314r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0004705,bio/m00314r
m00315c,dcs:CellularCompartmentCytosol,bio/12_15_18_21-tetracosatetraenoic acid,bio/m00315c
m00315l,dcs:CellularCompartmentLysosome,bio/12_15_18_21-tetracosatetraenoic acid,bio/m00315l
m00315r,dcs:CellularCompartmentEndoplasmicReticulum,bio/12_15_18_21-tetracosatetraenoic acid,bio/m00315r
m00315s,dcs:CellularCompartmentExtracellular,bio/12_15_18_21-tetracosatetraenoic acid,bio/m00315s
m00316c,dcs:CellularCompartmentCytosol,bio/12_15_18_21-tetracosatetraenoylcarnitine,bio/m00316c
m00316r,dcs:CellularCompartmentEndoplasmicReticulum,bio/12_15_18_21-tetracosatetraenoylcarnitine,bio/m00316r
m00317c,dcs:CellularCompartmentCytosol,bio/MNXM149272,bio/m00317c
m00317p,dcs:CellularCompartmentPeroxisome,bio/MNXM149272,bio/m00317p
m00317r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM149272,bio/m00317r
m00318c,dcs:CellularCompartmentCytosol,bio/HMDB0060105,bio/m00318c
m00318r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0060105,bio/m00318r
m00319c,dcs:CellularCompartmentCytosol,bio/MNXM150182,bio/m00319c
m00320c,dcs:CellularCompartmentCytosol,bio/MNXM468345,bio/m00320c
m00321c,dcs:CellularCompartmentCytosol,bio/MNXM33308,bio/m00321c
m00322c,dcs:CellularCompartmentCytosol,bio/MNXM164054,bio/m00322c
m00323c,dcs:CellularCompartmentCytosol,bio/HMDB0060118,bio/m00323c
m00323r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0060118,bio/m00323r
m00324r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB06111,bio/m00324r
m00325c,dcs:CellularCompartmentCytosol,bio/CHEMBL55068,bio/m00325c
m00325s,dcs:CellularCompartmentExtracellular,bio/CHEMBL55068,bio/m00325s
m00326c,dcs:CellularCompartmentCytosol,bio/HMDB0004234,bio/m00326c
m00326m,dcs:CellularCompartmentMitochondria,bio/HMDB0004234,bio/m00326m
m00326p,dcs:CellularCompartmentPeroxisome,bio/HMDB0004234,bio/m00326p
m00326r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0004234,bio/m00326r
m00327c,dcs:CellularCompartmentCytosol,bio/HMDB0060119,bio/m00327c
m00327r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0060119,bio/m00327r
m00328c,dcs:CellularCompartmentCytosol,bio/HMDB0012549,bio/m00328c
m00328r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0012549,bio/m00328r
m00329c,dcs:CellularCompartmentCytosol,bio/HMDB0012550,bio/m00329c
m00329r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0012550,bio/m00329r
m00330c,dcs:CellularCompartmentCytosol,bio/HMDB0012551,bio/m00330c
m00330r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0012551,bio/m00330r
m00331c,dcs:CellularCompartmentCytosol,bio/HMDB0012552,bio/m00331c
m00331r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0012552,bio/m00331r
