id,name,compartment,chemicalFormula,bigg.metabolite,chebi,chembl,kegg.compound,metanetx.chemical,hmdb,pubchem.compound,lipidmaps,metabolite_dcid
m00073m,"""(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA""",dcs:CellularCompartmentMitochondria,C39H58N7O17P3S,,,,,,,,,bio/(2E_6Z_9Z_12Z)-octadecatetraenoyl-CoA
m00073p,"""(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA""",dcs:CellularCompartmentPeroxisome,C39H58N7O17P3S,,,,,,,,,bio/(2E_6Z_9Z_12Z)-octadecatetraenoyl-CoA
m00074c,"""(2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentCytosol,C43H64N7O17P3S,,,,,MNXM145822,HMDB0060202,,,bio/HMDB0060202
m00075p,"""(2R)-pristanoyl-CoA""",dcs:CellularCompartmentPeroxisome,C40H68N7O17P3S,,"""CHEBI:20067""",CHEMBL1162496,,MNXM108213,HMDB0000011,,LMFA07050065,bio/CHEMBL1162496
m00076p,"""(2R,6R,10R)-trimethyl-hendecanoyl-CoA""",dcs:CellularCompartmentPeroxisome,C35H58N7O17P3S,,,,,,,,,bio/(2R_6R_10R)-trimethyl-hendecanoyl-CoA
m00077p,"""(2R,6S,10S)-pristanate""",dcs:CellularCompartmentPeroxisome,C19H37O2,CE2416,,,,MNXM165274,,,,bio/MNXM165274
m00078p,"""(2S)-pristanoyl-CoA""",dcs:CellularCompartmentPeroxisome,C40H68N7O17P3S,pristcoa,"""CHEBI:64039""",,,MNXM30947,HMDB0060182,,LMFA07050064,bio/HMDB0060182
m00079p,"""(2S,6R,10R)-trimethyl-(2E)-hendecenoyl-CoA""",dcs:CellularCompartmentPeroxisome,C35H56N7O17P3S,,,,,MNXM30996,HMDB0012470,53481417,,bio/HMDB0012470
m00080p,"""(2S,6R,10R)-trimethyl-hendecanoyl-CoA""",dcs:CellularCompartmentPeroxisome,C35H58N7O17P3S,,,,,MNXM30997,HMDB0012471,53481419,,bio/HMDB0012471
m00081m,"""(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA""",dcs:CellularCompartmentMitochondria,C37H58N7O18P3S,,,,,MNXM31113,HMDB0012473,53481423,,bio/HMDB0012473
m00081p,"""(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA""",dcs:CellularCompartmentPeroxisome,C37H58N7O18P3S,,,,,MNXM31113,HMDB0012473,53481423,,bio/HMDB0012473
m00082m,"""(3S)-3-hydroxydodec-cis-6-enoyl-CoA""",dcs:CellularCompartmentMitochondria,C33H52N7O18P3S,,,,,MNXM31119,HMDB0012476,53481428,,bio/HMDB0012476
m00082p,"""(3S)-3-hydroxydodec-cis-6-enoyl-CoA""",dcs:CellularCompartmentPeroxisome,C33H52N7O18P3S,,,,,MNXM31119,HMDB0012476,53481428,,bio/HMDB0012476
m00083m,"""(3S)-3-hydroxylinoleoyl-CoA""",dcs:CellularCompartmentMitochondria,C39H62N7O18P3S,,,,,MNXM31120,HMDB0012477,53481430,,bio/HMDB0012477
m00083p,"""(3S)-3-hydroxylinoleoyl-CoA""",dcs:CellularCompartmentPeroxisome,C39H62N7O18P3S,,,,,MNXM31120,HMDB0012477,53481430,,bio/HMDB0012477
m00084m,"""(3S)-citramalyl-CoA""",dcs:CellularCompartmentMitochondria,C26H37N7O20P3S,citmcoa__L,"""CHEBI:36882""",,C01011,MNXM1251,HMDB0006345,53477827,,bio/HMDB0006345
m00085c,"""(3S)-hydroxy-docasa-cis,cis-13,16-dienoyl-CoA""",dcs:CellularCompartmentCytosol,C43H70N7O18P3S,,,,,,,,,bio/(3S)-hydroxy-docasa-cis_cis-13_16-dienoyl-CoA
m00086c,"""(3S)-hydroxy-eicosa-cis,cis,cis-11,14,17-trienoyl-CoA""",dcs:CellularCompartmentCytosol,C41H64N7O18P3S,,,,,,,,,bio/(3S)-hydroxy-eicosa-cis_cis_cis-11_14_17-trienoyl-CoA
m00087c,"""(3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA""",dcs:CellularCompartmentCytosol,C41H66N7O18P3S,,,,,MNXM163965,HMDB0060189,,,bio/HMDB0060189
m00088m,"""(3Z)-dodecenoyl-CoA""",dcs:CellularCompartmentMitochondria,C33H52N7O17P3S,dd3coa,"""CHEBI:27989""",,C02944,MNXM14550,HMDB0004257,16061154,LMFA07050009,bio/HMDB0004257
m00088p,"""(3Z)-dodecenoyl-CoA""",dcs:CellularCompartmentPeroxisome,C33H52N7O17P3S,dd3coa,"""CHEBI:27989""",,C02944,MNXM14550,HMDB0004257,16061154,LMFA07050009,bio/HMDB0004257
m00089m,"""(3Z,7Z,10Z)-hexadecatrienoyl-CoA""",dcs:CellularCompartmentMitochondria,C37H56N7O17P3S,,,,,,,,,bio/(3Z_7Z_10Z)-hexadecatrienoyl-CoA
m00089p,"""(3Z,7Z,10Z)-hexadecatrienoyl-CoA""",dcs:CellularCompartmentPeroxisome,C37H56N7O17P3S,,,,,,,,,bio/(3Z_7Z_10Z)-hexadecatrienoyl-CoA
m00090p,"""(4R,8R,12R)-trimethyl-(2E)-tridecenoyl-CoA""",dcs:CellularCompartmentPeroxisome,C37H60N7O17P3S,,,,,MNXM31216,HMDB0012480,53481434,,bio/HMDB0012480
m00091m,"""(4Z,7Z,10Z)-hexadecatrienoyl-CoA""",dcs:CellularCompartmentMitochondria,C37H56N7O17P3S,,,,,,,,,bio/(4Z_7Z_10Z)-hexadecatrienoyl-CoA
m00091p,"""(4Z,7Z,10Z)-hexadecatrienoyl-CoA""",dcs:CellularCompartmentPeroxisome,C37H56N7O17P3S,,,,,,,,,bio/(4Z_7Z_10Z)-hexadecatrienoyl-CoA
m00092c,"""(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine""",dcs:CellularCompartmentCytosol,C29H47NO4,dcsptn1crn,,,,MNXM8558,HMDB0006321,,,bio/HMDB0006321
m00092m,"""(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine""",dcs:CellularCompartmentMitochondria,C29H47NO4,dcsptn1crn,,,,MNXM8558,HMDB0006321,,,bio/HMDB0006321
m00092r,"""(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine""",dcs:CellularCompartmentEndoplasmicReticulum,C29H47NO4,dcsptn1crn,,,,MNXM8558,HMDB0006321,,,bio/HMDB0006321
m00093c,"""(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentCytosol,C43H64N7O17P3S,dcsptn1coa,,,C16173,MNXM3265,HMDB0062234,23724650,LMFA07050043,bio/HMDB0062234
m00093m,"""(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentMitochondria,C43H64N7O17P3S,dcsptn1coa,,,C16173,MNXM3265,HMDB0062234,23724650,LMFA07050043,bio/HMDB0062234
m00093p,"""(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentPeroxisome,C43H64N7O17P3S,dcsptn1coa,,,C16173,MNXM3265,HMDB0062234,23724650,LMFA07050043,bio/HMDB0062234
m00093r,"""(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C43H64N7O17P3S,dcsptn1coa,,,C16173,MNXM3265,HMDB0062234,23724650,LMFA07050043,bio/HMDB0062234
m00094c,"""(4Z,7Z,10Z,13Z,16Z)-DPA""",dcs:CellularCompartmentCytosol,C22H33O2,dcsptn1,"""CHEBI:65136""",,,MNXM11427,HMDB0001976,159656,LMFA04000064,bio/HMDB0001976
m00094l,"""(4Z,7Z,10Z,13Z,16Z)-DPA""",dcs:CellularCompartmentLysosome,C22H33O2,dcsptn1,"""CHEBI:65136""",,,MNXM11427,HMDB0001976,159656,LMFA04000064,bio/HMDB0001976
m00094r,"""(4Z,7Z,10Z,13Z,16Z)-DPA""",dcs:CellularCompartmentEndoplasmicReticulum,C22H33O2,dcsptn1,"""CHEBI:65136""",,,MNXM11427,HMDB0001976,159656,LMFA04000064,bio/HMDB0001976
m00094s,"""(4Z,7Z,10Z,13Z,16Z)-DPA""",dcs:CellularCompartmentExtracellular,C22H33O2,dcsptn1,"""CHEBI:65136""",,,MNXM11427,HMDB0001976,159656,LMFA04000064,bio/HMDB0001976
m00095c,"""(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA""",dcs:CellularCompartmentCytosol,C43H62N7O17P3S,c226coa,"""CHEBI:65132""",,C16169,MNXM3234,HMDB0062235,,LMFA07050050,bio/HMDB0062235
m00095m,"""(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA""",dcs:CellularCompartmentMitochondria,C43H62N7O17P3S,c226coa,"""CHEBI:65132""",,C16169,MNXM3234,HMDB0062235,,LMFA07050050,bio/HMDB0062235
m00095p,"""(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA""",dcs:CellularCompartmentPeroxisome,C43H62N7O17P3S,c226coa,"""CHEBI:65132""",,C16169,MNXM3234,HMDB0062235,,LMFA07050050,bio/HMDB0062235
m00095r,"""(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C43H62N7O17P3S,c226coa,"""CHEBI:65132""",,C16169,MNXM3234,HMDB0062235,,LMFA07050050,bio/HMDB0062235
m00096c,"""(5)ppPur-mRNA""",dcs:CellularCompartmentCytosol,C15H23O22P4R3,,,,C02100,MNXM92760,,,,bio/MNXM92760
m00097s,"""(5-L-glutamyl)-L-amino acid""",dcs:CellularCompartmentExtracellular,C8H13N2O5,gluala,"""CHEBI:50619""",,C03740,MNXM59390,HMDB0006248,440103,,bio/HMDB0006248
m00098c,"""(5S,6S)-epoxy-(15R)-hydroxy-ETE""",dcs:CellularCompartmentCytosol,C20H29O4,,,,,MNXM162637,HMDB0062236,,,bio/HMDB0062236
m00098p,"""(5S,6S)-epoxy-(15R)-hydroxy-ETE""",dcs:CellularCompartmentPeroxisome,C20H29O4,,,,,MNXM162637,HMDB0062236,,,bio/HMDB0062236
m00098r,"""(5S,6S)-epoxy-(15R)-hydroxy-ETE""",dcs:CellularCompartmentEndoplasmicReticulum,C20H29O4,,,,,MNXM162637,HMDB0062236,,,bio/HMDB0062236
m00099m,"""(5Z)-dodecenoyl-CoA""",dcs:CellularCompartmentMitochondria,C33H52N7O17P3S,,,,,MNXM163970,,,,bio/MNXM163970
m00099p,"""(5Z)-dodecenoyl-CoA""",dcs:CellularCompartmentPeroxisome,C33H52N7O17P3S,,,,,MNXM163970,,,,bio/MNXM163970
m00100c,"""(5Z,8Z,11Z)-eicosatrienoylcarnitine""",dcs:CellularCompartmentCytosol,C27H47NO4,,,,,,,,,bio/(5Z_8Z_11Z)-eicosatrienoylcarnitine
m00100m,"""(5Z,8Z,11Z)-eicosatrienoylcarnitine""",dcs:CellularCompartmentMitochondria,C27H47NO4,,,,,,,,,bio/(5Z_8Z_11Z)-eicosatrienoylcarnitine
m00100r,"""(5Z,8Z,11Z)-eicosatrienoylcarnitine""",dcs:CellularCompartmentEndoplasmicReticulum,C27H47NO4,,,,,,,,,bio/(5Z_8Z_11Z)-eicosatrienoylcarnitine
m00101c,"""(5Z,8Z,11Z)-eicosatrienoyl-CoA""",dcs:CellularCompartmentCytosol,C41H64N7O17P3S,,,,,MNXM47372,HMDB0062237,,LMFA07050062,bio/HMDB0062237
m00101m,"""(5Z,8Z,11Z)-eicosatrienoyl-CoA""",dcs:CellularCompartmentMitochondria,C41H64N7O17P3S,,,,,MNXM47372,HMDB0062237,,LMFA07050062,bio/HMDB0062237
m00101r,"""(5Z,8Z,11Z)-eicosatrienoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C41H64N7O17P3S,,,,,MNXM47372,HMDB0062237,,LMFA07050062,bio/HMDB0062237
m00102c,"""(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine""",dcs:CellularCompartmentCytosol,C27H43NO4,tmndnccrn,,,,MNXM9158,,,,bio/MNXM9158
m00102m,"""(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine""",dcs:CellularCompartmentMitochondria,C27H43NO4,tmndnccrn,,,,MNXM9158,,,,bio/MNXM9158
m00102r,"""(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine""",dcs:CellularCompartmentEndoplasmicReticulum,C27H43NO4,tmndnccrn,,,,MNXM9158,,,,bio/MNXM9158
m00103c,"""(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA""",dcs:CellularCompartmentCytosol,C41H60N7O17P3S,tmndnccoa,,,C16165,MNXM1449,HMDB0060311,52922050,LMFA07050063,bio/HMDB0060311
m00103m,"""(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA""",dcs:CellularCompartmentMitochondria,C41H60N7O17P3S,tmndnccoa,,,C16165,MNXM1449,HMDB0060311,52922050,LMFA07050063,bio/HMDB0060311
m00103r,"""(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C41H60N7O17P3S,tmndnccoa,,,C16165,MNXM1449,HMDB0060311,52922050,LMFA07050063,bio/HMDB0060311
m00104c,"""(6Z,9Z)-octadecadienoic acid""",dcs:CellularCompartmentCytosol,C18H31O2,lneldc,,,,MNXM8844,HMDB0062238,5282457,LMFA01030332,bio/HMDB0062238
m00104l,"""(6Z,9Z)-octadecadienoic acid""",dcs:CellularCompartmentLysosome,C18H31O2,lneldc,,,,MNXM8844,HMDB0062238,5282457,LMFA01030332,bio/HMDB0062238
m00104r,"""(6Z,9Z)-octadecadienoic acid""",dcs:CellularCompartmentEndoplasmicReticulum,C18H31O2,lneldc,,,,MNXM8844,HMDB0062238,5282457,LMFA01030332,bio/HMDB0062238
m00104s,"""(6Z,9Z)-octadecadienoic acid""",dcs:CellularCompartmentExtracellular,C18H31O2,lneldc,,,,MNXM8844,HMDB0062238,5282457,LMFA01030332,bio/HMDB0062238
m00105c,"""(6Z,9Z)-octadecadienoylcarnitine""",dcs:CellularCompartmentCytosol,C25H45NO4,lneldccrn,,,,MNXM8845,,53477834,,bio/MNXM8845
m00105m,"""(6Z,9Z)-octadecadienoylcarnitine""",dcs:CellularCompartmentMitochondria,C25H45NO4,lneldccrn,,,,MNXM8845,,53477834,,bio/MNXM8845
m00105r,"""(6Z,9Z)-octadecadienoylcarnitine""",dcs:CellularCompartmentEndoplasmicReticulum,C25H45NO4,lneldccrn,,,,MNXM8845,,53477834,,bio/MNXM8845
m00106c,"""(6Z,9Z)-octadecadienoyl-CoA""",dcs:CellularCompartmentCytosol,C39H62N7O17P3S,lneldccoa,,,,MNXM4036,HMDB0062239,,LMFA07050060,bio/HMDB0062239
m00106m,"""(6Z,9Z)-octadecadienoyl-CoA""",dcs:CellularCompartmentMitochondria,C39H62N7O17P3S,lneldccoa,,,,MNXM4036,HMDB0062239,,LMFA07050060,bio/HMDB0062239
m00106r,"""(6Z,9Z)-octadecadienoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C39H62N7O17P3S,lneldccoa,,,,MNXM4036,HMDB0062239,,LMFA07050060,bio/HMDB0062239
m00107c,"""(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine""",dcs:CellularCompartmentCytosol,C25H41NO4,strdnccrn,,,,MNXM9118,HMDB0006463,53477835,,bio/HMDB0006463
m00107m,"""(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine""",dcs:CellularCompartmentMitochondria,C25H41NO4,strdnccrn,,,,MNXM9118,HMDB0006463,53477835,,bio/HMDB0006463
m00107r,"""(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine""",dcs:CellularCompartmentEndoplasmicReticulum,C25H41NO4,strdnccrn,,,,MNXM9118,HMDB0006463,53477835,,bio/HMDB0006463
m00108c,"""(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA""",dcs:CellularCompartmentCytosol,C39H58N7O17P3S,strdnccoa,"""CHEBI:63545""",,C16163,MNXM3361,HMDB0006519,23724640,LMFA07050046,bio/HMDB0006519
m00108m,"""(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA""",dcs:CellularCompartmentMitochondria,C39H58N7O17P3S,strdnccoa,"""CHEBI:63545""",,C16163,MNXM3361,HMDB0006519,23724640,LMFA07050046,bio/HMDB0006519
m00108r,"""(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C39H58N7O17P3S,strdnccoa,"""CHEBI:63545""",,C16163,MNXM3361,HMDB0006519,23724640,LMFA07050046,bio/HMDB0006519
m00109c,"""(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine""",dcs:CellularCompartmentCytosol,C31H51NO4,tetpent6crn,,,,MNXM9140,,,,bio/MNXM9140
m00109r,"""(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine""",dcs:CellularCompartmentEndoplasmicReticulum,C31H51NO4,tetpent6crn,,,,MNXM9140,,,,bio/MNXM9140
m00110c,"""(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA""",dcs:CellularCompartmentCytosol,C45H68N7O17P3S,tetpent6coa,"""CHEBI:63546""",,C16172,MNXM5944,HMDB0062240,23724649,LMFA07050042,bio/HMDB0062240
m00110p,"""(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA""",dcs:CellularCompartmentPeroxisome,C45H68N7O17P3S,tetpent6coa,"""CHEBI:63546""",,C16172,MNXM5944,HMDB0062240,23724649,LMFA07050042,bio/HMDB0062240
m00110r,"""(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C45H68N7O17P3S,tetpent6coa,"""CHEBI:63546""",,C16172,MNXM5944,HMDB0062240,23724649,LMFA07050042,bio/HMDB0062240
m00111c,"""(6Z,9Z,12Z,15Z,18Z)-TPA""",dcs:CellularCompartmentCytosol,C24H37O2,tetpent6,,,,MNXM12998,HMDB0006322,14505435,LMFA01030820,bio/HMDB0006322
m00111l,"""(6Z,9Z,12Z,15Z,18Z)-TPA""",dcs:CellularCompartmentLysosome,C24H37O2,tetpent6,,,,MNXM12998,HMDB0006322,14505435,LMFA01030820,bio/HMDB0006322
m00111r,"""(6Z,9Z,12Z,15Z,18Z)-TPA""",dcs:CellularCompartmentEndoplasmicReticulum,C24H37O2,tetpent6,,,,MNXM12998,HMDB0006322,14505435,LMFA01030820,bio/HMDB0006322
m00111s,"""(6Z,9Z,12Z,15Z,18Z)-TPA""",dcs:CellularCompartmentExtracellular,C24H37O2,tetpent6,,,,MNXM12998,HMDB0006322,14505435,LMFA01030820,bio/HMDB0006322
m00112c,"""(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine""",dcs:CellularCompartmentCytosol,C31H49NO4,,,,,,,,,bio/(6Z_9Z_12Z_15Z_18Z_21Z)-tetracosahexaenoylcarnitine
m00112r,"""(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine""",dcs:CellularCompartmentEndoplasmicReticulum,C31H49NO4,,,,,,,,,bio/(6Z_9Z_12Z_15Z_18Z_21Z)-tetracosahexaenoylcarnitine
m00113c,"""(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA""",dcs:CellularCompartmentCytosol,C45H66N7O17P3S,tethex3coa,,,C16168,MNXM6449,HMDB0062241,53477806,LMFA07050051,bio/HMDB0062241
m00113p,"""(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA""",dcs:CellularCompartmentPeroxisome,C45H66N7O17P3S,tethex3coa,,,C16168,MNXM6449,HMDB0062241,53477806,LMFA07050051,bio/HMDB0062241
m00113r,"""(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C45H66N7O17P3S,tethex3coa,,,C16168,MNXM6449,HMDB0062241,53477806,LMFA07050051,bio/HMDB0062241
m00114c,"""(6Z,9Z,12Z,15Z,18Z,21Z)-THA""",dcs:CellularCompartmentCytosol,C24H35O2,tethex3,,,,MNXM12996,HMDB13025,53481586,LMFA01030822,bio/HMDB13025
m00114l,"""(6Z,9Z,12Z,15Z,18Z,21Z)-THA""",dcs:CellularCompartmentLysosome,C24H35O2,tethex3,,,,MNXM12996,HMDB13025,53481586,LMFA01030822,bio/HMDB13025
m00114r,"""(6Z,9Z,12Z,15Z,18Z,21Z)-THA""",dcs:CellularCompartmentEndoplasmicReticulum,C24H35O2,tethex3,,,,MNXM12996,HMDB13025,53481586,LMFA01030822,bio/HMDB13025
m00114s,"""(6Z,9Z,12Z,15Z,18Z,21Z)-THA""",dcs:CellularCompartmentExtracellular,C24H35O2,tethex3,,,,MNXM12996,HMDB13025,53481586,LMFA01030822,bio/HMDB13025
m00115c,"""(7Z)-octadecenoic acid""",dcs:CellularCompartmentCytosol,C18H33O2,,,,,MNXM24151,HMDB0062242,,LMFA01030068,bio/HMDB0062242
m00115l,"""(7Z)-octadecenoic acid""",dcs:CellularCompartmentLysosome,C18H33O2,,,,,MNXM24151,HMDB0062242,,LMFA01030068,bio/HMDB0062242
m00115r,"""(7Z)-octadecenoic acid""",dcs:CellularCompartmentEndoplasmicReticulum,C18H33O2,,,,,MNXM24151,HMDB0062242,,LMFA01030068,bio/HMDB0062242
m00115s,"""(7Z)-octadecenoic acid""",dcs:CellularCompartmentExtracellular,C18H33O2,,,,,MNXM24151,HMDB0062242,,LMFA01030068,bio/HMDB0062242
m00116c,"""(7Z)-octadecenoyl-CoA""",dcs:CellularCompartmentCytosol,C39H64N7O17P3S,,,,,,,,,bio/(7Z)-octadecenoyl-CoA
m00116m,"""(7Z)-octadecenoyl-CoA""",dcs:CellularCompartmentMitochondria,C39H64N7O17P3S,,,,,,,,,bio/(7Z)-octadecenoyl-CoA
m00116r,"""(7Z)-octadecenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C39H64N7O17P3S,,,,,,,,,bio/(7Z)-octadecenoyl-CoA
m00117c,"""(7Z)-tetradecenoic acid""",dcs:CellularCompartmentCytosol,C14H25O2,,"""CHEBI:53206""",,,MNXM153529,HMDB0062243,,LMFA01030249,bio/HMDB0062243
m00117l,"""(7Z)-tetradecenoic acid""",dcs:CellularCompartmentLysosome,C14H25O2,,"""CHEBI:53206""",,,MNXM153529,HMDB0062243,,LMFA01030249,bio/HMDB0062243
m00117r,"""(7Z)-tetradecenoic acid""",dcs:CellularCompartmentEndoplasmicReticulum,C14H25O2,,"""CHEBI:53206""",,,MNXM153529,HMDB0062243,,LMFA01030249,bio/HMDB0062243
m00117s,"""(7Z)-tetradecenoic acid""",dcs:CellularCompartmentExtracellular,C14H25O2,,"""CHEBI:53206""",,,MNXM153529,HMDB0062243,,LMFA01030249,bio/HMDB0062243
m00118c,"""(7Z)-tetradecenoyl-CoA""",dcs:CellularCompartmentCytosol,C35H56N7O17P3S,,,,,MNXM163972,,,,bio/MNXM163972
m00118m,"""(7Z)-tetradecenoyl-CoA""",dcs:CellularCompartmentMitochondria,C35H56N7O17P3S,,,,,MNXM163972,,,,bio/MNXM163972
m00118p,"""(7Z)-tetradecenoyl-CoA""",dcs:CellularCompartmentPeroxisome,C35H56N7O17P3S,,,,,MNXM163972,,,,bio/MNXM163972
m00118r,"""(7Z)-tetradecenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C35H56N7O17P3S,,,,,MNXM163972,,,,bio/MNXM163972
m00119c,"""(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA""",dcs:CellularCompartmentCytosol,C43H66N7O17P3S,adrncoa,"""CHEBI:63544""",,C16170,MNXM90397,HMDB0062245,,LMFA07050040,bio/HMDB0062245
m00119m,"""(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA""",dcs:CellularCompartmentMitochondria,C43H66N7O17P3S,adrncoa,"""CHEBI:63544""",,C16170,MNXM90397,HMDB0062245,,LMFA07050040,bio/HMDB0062245
m00119r,"""(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C43H66N7O17P3S,adrncoa,"""CHEBI:63544""",,C16170,MNXM90397,HMDB0062245,,LMFA07050040,bio/HMDB0062245
m00120c,"""(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine""",dcs:CellularCompartmentCytosol,C29H47NO4,clpndcrn,,,,MNXM8437,HMDB0006496,,,bio/HMDB0006496
m00120m,"""(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine""",dcs:CellularCompartmentMitochondria,C29H47NO4,clpndcrn,,,,MNXM8437,HMDB0006496,,,bio/HMDB0006496
m00120r,"""(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine""",dcs:CellularCompartmentEndoplasmicReticulum,C29H47NO4,clpndcrn,,,,MNXM8437,HMDB0006496,,,bio/HMDB0006496
m00121c,"""(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentCytosol,C43H64N7O17P3S,clpndcoa,"""CHEBI:63541""",,C16166,MNXM4529,HMDB0006267,53477812,LMFA07050048,bio/HMDB0006267
m00121m,"""(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentMitochondria,C43H64N7O17P3S,clpndcoa,"""CHEBI:63541""",,C16166,MNXM4529,HMDB0006267,53477812,LMFA07050048,bio/HMDB0006267
m00121r,"""(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C43H64N7O17P3S,clpndcoa,"""CHEBI:63541""",,C16166,MNXM4529,HMDB0006267,53477812,LMFA07050048,bio/HMDB0006267
m00122c,"""(8Z,11Z)-eicosadienoylcarnitine""",dcs:CellularCompartmentCytosol,C27H49NO4,,,,,,,,,bio/(8Z_11Z)-eicosadienoylcarnitine
m00122m,"""(8Z,11Z)-eicosadienoylcarnitine""",dcs:CellularCompartmentMitochondria,C27H49NO4,,,,,,,,,bio/(8Z_11Z)-eicosadienoylcarnitine
m00122r,"""(8Z,11Z)-eicosadienoylcarnitine""",dcs:CellularCompartmentEndoplasmicReticulum,C27H49NO4,,,,,,,,,bio/(8Z_11Z)-eicosadienoylcarnitine
m00123c,"""(8Z,11Z)-eicosadienoyl-CoA""",dcs:CellularCompartmentCytosol,C41H66N7O17P3S,,,,,MNXM47370,HMDB0062246,,LMFA07050061,bio/HMDB0062246
m00123m,"""(8Z,11Z)-eicosadienoyl-CoA""",dcs:CellularCompartmentMitochondria,C41H66N7O17P3S,,,,,MNXM47370,HMDB0062246,,LMFA07050061,bio/HMDB0062246
m00123r,"""(8Z,11Z)-eicosadienoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C41H66N7O17P3S,,,,,MNXM47370,HMDB0062246,,LMFA07050061,bio/HMDB0062246
m00124c,"""(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine""",dcs:CellularCompartmentCytosol,C27H45NO4,eicostetcrn,,,,MNXM8574,,,,bio/MNXM8574
m00124m,"""(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine""",dcs:CellularCompartmentMitochondria,C27H45NO4,eicostetcrn,,,,MNXM8574,,,,bio/MNXM8574
m00124r,"""(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine""",dcs:CellularCompartmentEndoplasmicReticulum,C27H45NO4,eicostetcrn,,,,MNXM8574,,,,bio/MNXM8574
